S.No,Year,Month,Day,Hour,Minute,Second,PM1,PM2.5,PM10,Temp,Humidity,Light,CO,Water Temp,pH
1,2019,11,26,10,27,20,8,12,14,25,91,34,95,24.63,6.52
2,2019,11,26,10,28,12,9,12,15,25,91,34,95,24.63,6.59
3,2019,11,26,10,29,4,10,14,15,26,89,34,95,24.63,6.53
4,2019,11,26,10,29,56,8,12,12,26,90,34,95,24.56,6.59
5,2019,11,26,10,30,43,9,12,15,26,91,34,95,24.56,6.54
6,2019,11,26,10,31,31,9,12,15,26,91,34,95,24.56,6.57
7,2019,11,26,10,32,23,7,11,12,26,89,34,95,24.56,6.53
8,2019,11,26,10,33,15,8,12,16,26,89,34,95,24.5,6.57
9,2019,11,26,10,34,2,0,14,15,25,92,34,95,24.56,6.56
10,2019,11,26,10,34,55,8,11,14,26,92,35,95,24.56,6.54
11,2019,11,26,10,35,42,0,15,26,90,35,95,24.5,6.55,
12,2019,11,26,10,36,30,9,12,14,26,92,34,95,24.5,6.74
13,2019,11,26,10,37,18,8,12,14,26,89,34,95,24.5,6.59
14,2019,11,26,10,38,5,7,10,11,26,90,34,95,24.5,6.57
15,2019,11,26,10,38,53,8,11,12,26,91,34,95,24.5,6.55
16,2019,11,26,10,39,40,8,12,14,26,91,34,95,24.5,6.54
17,2019,11,26,10,40,27,0,16,26,88,34,95,24.5,6.55,
18,2019,11,26,10,41,16,7,9,11,26,89,34,95,24.5,6.54
19,2019,11,26,10,42,4,8,12,12,26,91,34,95,24.5,6.55
20,2019,11,26,10,42,56,7,11,14,26,90,34,95,24.5,6.57
21,2019,11,26,10,43,44,5,9,11,26,89,34,95,24.44,6.56
22,2019,11,26,10,44,31,8,11,12,26,91,34,95,24.44,6.55
23,2019,11,26,10,45,18,9,12,15,26,91,34,95,24.44,6.52
24,2019,11,26,10,46,6,8,10,14,26,89,34,95,24.44,6.562019
25,2019,11,26,10,47,41,8,13,13,26,90,34,95,24.44,6.55
26,2019,11,26,10,48,28,0,14,26,88,34,95,24.44,6.57,
27,2019,11,26,10,49,15,8,11,13,26,91,34,95,24.44,6.2019
28,2019,11,26,10,50,50,8,13,13,26,88,34,95,24.44,6.55
29,2019,11,26,10,51,38,7,11,13,27,90,34,95,24.44,6.58
30,2019,11,26,10,52,25,8,13,14,26,91,34,95,24.44,6.52019
31,2019,11,26,10,54,1,8,11,14,25,91,34,95,24.38,6.55
32,2019,11,26,10,54,49,8,10,11,26,89,34,95,24.38,6.53
33,2019,11,26,10,55,42,8,11,11,26,91,34,95,24.38,6.55
34,2019,11,26,10,56,29,8,11,13,26,89,34,95,24.38,6.54
35,2019,11,26,10,57,17,7,11,13,27,91,34,95,24.38,6.54
36,2019,11,26,10,58,10,8,11,14,28,88,34,95,24.38,6.58
37,2019,11,26,10,58,56,7,10,10,26,91,34,95,24.38,6.55
38,2019,11,26,10,59,44,7,9,10,26,88,34,95,24.38,6.57
39,2019,11,26,11,0,31,7,8,9,26,91,34,95,24.38,6.57
40,2019,11,26,11,1,19,5,10,10,26,92,34,95,24.31,6.53
41,2019,11,26,11,2,7,8,10,11,26,91,34,95,24.31,6.56
42,2019,11,26,11,2,55,8,11,13,26,91,34,95,24.31,6.54
43,2019,11,26,11,3,42,7,9,10,26,88,34,95,24.31,6.53
44,2019,11,26,11,4,35,5,9,10,26,92,34,95,24.31,6.54
45,2019,11,26,11,5,22,7,9,9,26,91,34,95,24.31,6.52
46,2019,11,26,11,6,9,7,10,10,26,89,34,95,24.31,6.53
47,2019,11,26,11,6,57,7,11,14,27,90,34,95,24.31,6.52
48,2019,11,26,11,7,50,8,11,13,26,91,34,95,24.31,6.5
49,2019,11,26,11,8,37,7,9,9,26,88,34,95,24.31,6.51
50,2019,11,26,11,9,25,7,10,10,27,90,34,95,24.31,6.51
51,2019,11,26,11,10,13,5,9,9,27,88,34,95,24.31,6.57
52,2019,11,26,11,11,1,5,9,9,26,90,34,95,24.31,6.54
53,2019,11,26,11,11,48,7,11,14,26,89,34,95,24.31,6.54
54,2019,11,26,11,12,36,5,9,11,29,91,35,95,24.31,6.54
55,2019,11,26,11,13,23,5,9,10,27,91,34,95,24.31,6.56
56,2019,11,26,11,14,12,7,10,13,27,90,34,95,24.31,6.52
57,2019,11,26,11,15,0,5,10,14,27,91,34,95,24.31,6.54
58,2019,11,26,11,15,48,7,11,11,26,88,34,95,24.31,6.56
59,2019,11,26,11,16,33,8,11,21,28,90,34,95,24.31,6.52019
60,2019,11,26,11,18,12,5,9,10,26,90,34,95,24.31,6.54
61,2019,11,26,11,19,0,0,17,26,88,34,95,24.31,6.55,
62,2019,11,26,11,19,48,5,8,10,26,90,34,95,24.31,6.55
63,2019,11,26,11,20,35,5,7,9,26,91,34,95,24.31,6.52
64,2019,11,26,11,21,22,7,10,10,26,88,34,95,24.25,6.57
65,2019,11,26,11,22,10,7,10,14,28,91,34,95,24.31,6.54
66,2019,11,26,11,22,58,8,9,10,26,88,34,95,24.25,6.53
67,2019,11,26,11,23,46,5,9,11,28,92,34,95,24.25,6.54
68,2019,11,26,11,24,33,5,8,9,26,91,34,95,24.25,6.58
69,2019,11,26,11,25,21,7,9,10,24,88,34,95,24.25,6.52
70,2019,11,26,11,26,9,7,10,13,26,91,34,95,24.2019,11
71,2019,11,26,11,27,50,5,8,9,26,91,34,95,24.25,6.53
72,2019,11,26,11,28,37,5,8,8,25,88,34,95,24.25,6.53
73,2019,11,26,11,29,24,5,7,7,26,88,34,95,24.25,6.53
74,2019,11,26,11,30,11,7,10,10,28,91,34,95,24.25,6.54
75,2019,11,26,11,30,59,5,8,9,26,90,34,95,242019,11
76,2019,11,26,11,32,34,5,8,11,25,90,34,95,24.19,6.55
77,2019,11,26,11,33,21,0,9,9,26,91,34,95,24.19,6.52
78,2019,11,26,11,34,13,5,8,9,26,90,34,95,24.19,6.53
79,2019,11,26,11,35,0,4,7,9,26,89,34,95,24.19,6.53
80,2019,11,26,11,35,52,4,5,5,26,88,34,95,24.19,6.53
81,2019,11,26,11,36,40,6,7,8,28,90,33,95,24.19,6.52
82,2019,11,26,11,37,27,5,9,9,26,90,34,95,24.19,6.53
83,2019,11,26,11,38,15,0,8,10,25,88,34,95,24.19,6.52
84,2019,11,26,11,39,2,5,7,7,26,90,34,95,24.19,6.55
85,2019,11,26,11,39,50,7,9,10,26,90,34,95,24.19,6.52
86,2019,11,26,11,40,37,5,7,9,26,88,34,95,24.19,6.54
87,2019,11,26,11,41,24,5,8,10,29,92,34,95,24.19,6.52
88,2019,11,26,11,42,16,4,7,8,28,91,34,95,24.19,6.54
89,2019,11,26,11,43,4,5,8,9,27,88,34,95,24.19,6.53
90,2019,11,26,11,43,52,4,7,9,29,90,34,95,24.19,6.54
91,2019,11,26,11,44,39,7,9,9,27,92,34,95,24.19,6.53
92,2019,11,26,11,45,27,7,8,9,27,88,34,95,24.19,6.52
93,2019,11,26,11,46,19,5,9,9,27,89,34,95,24.19,6.54
94,2019,11,26,11,47,6,5,8,9,27,91,34,95,24.19,6.54
95,2019,11,26,11,47,53,5,9,10,27,90,34,95,24.13,6.53
96,2019,11,26,11,48,41,5,8,13,27,88,34,95,24.19,6.55
97,2019,11,26,11,49,29,4,8,11,27,90,34,95,24.19,6.51
98,2019,11,26,11,50,16,4,8,9,27,88,34,95,24.19,6.55
99,2019,11,26,11,51,4,3,7,7,29,90,34,95,24.13,6.52
100,2019,11,26,11,51,51,5,8,9,27,90,34,95,24.13,6.56
101,2019,11,26,11,52,39,5,8,9,25,88,34,95,24.13,6.53
102,2019,11,26,11,53,26,5,8,8,27,91,34,95,24.13,6.55
103,2019,11,26,11,54,14,4,9,11,26,90,34,95,24.13,6.52
104,2019,11,26,11,55,1,5,8,8,27,88,34,95,24.13,6.2019
105,2019,11,26,11,56,36,5,8,8,26,90,34,95,24.13,6.54
106,2019,11,26,11,57,24,5,8,15,26,88,34,95,24.13,6.51
107,2019,11,26,11,58,11,4,5,7,24,91,34,95,24.13,6.55
108,2019,11,26,11,58,59,5,8,8,26,90,34,95,24.13,6.51
109,2019,11,26,11,59,46,7,9,13,27,88,34,95,24.13,6.51
110,2019,11,26,12,0,34,5,7,10,28,90,34,95,24.13,6.54
111,2019,11,26,12,1,21,4,8,9,26,91,34,95,24.06,6.54
112,2019,11,26,12,2,9,5,9,9,26,88,33,95,24.06,6.52
113,2019,11,26,12,2,56,7,10,10,26,92,33,95,24.13,6.55
114,2019,11,26,12,3,44,5,9,10,26,91,34,95,24.06,6.51
115,2019,11,26,12,4,35,4,8,8,26,90,34,95,24.06,6.54
116,2019,11,26,12,5,23,4,7,7,26,88,34,95,24.06,6.55
117,2019,11,26,12,6,10,4,7,7,27,91,34,95,24.06,6.54
118,2019,11,26,12,6,57,5,7,10,26,90,34,95,24.06,6.53
119,2019,11,26,12,7,45,5,7,8,26,88,34,95,24.06,6.53
120,2019,11,26,12,8,33,3,8,8,26,90,34,95,24.06,6.53
121,2019,11,26,12,9,21,4,8,9,27,88,34,95,24.06,6.57
122,2019,11,26,12,10,8,5,7,9,25,90,34,95,24.06,6.54
123,2019,11,26,12,11,0,4,7,9,26,90,34,95,24.06,6.54
124,2019,11,26,12,11,48,4,8,9,27,90,34,95,24.06,6.51
125,2019,11,26,12,12,35,5,8,9,27,88,34,95,24.06,6.52
126,2019,11,26,12,13,22,5,8,8,29,90,34,95,24.06,6.52
127,2019,11,26,12,14,10,4,7,7,27,90,34,95,24.06,6.52
128,2019,11,26,12,14,57,7,27,88,34,95,24.06,6.51,,
129,2019,11,26,12,15,50,5,8,8,29,90,34,95,24.06,6.52
130,2019,11,26,12,16,40,5,8,8,27,88,34,95,24.06,6.54
131,2019,11,26,12,17,29,5,8,9,26,90,34,95,24.06,62019
132,2019,11,26,12,19,4,5,8,8,27,90,34,95,24.06,6.53
133,2019,11,26,12,19,51,7,9,10,26,90,34,95,24.06,6.53
134,2019,11,26,12,20,39,4,8,9,26,88,34,95,24.06,6.52
135,2019,11,26,12,21,31,5,7,9,27,88,34,95,24.06,6.58
136,2019,11,26,12,22,18,4,7,7,27,90,34,95,24.06,6.57
137,2019,11,26,12,23,5,4,5,7,26,90,34,95,24.06,6.51
138,2019,11,26,12,23,54,4,7,8,27,90,34,95,24.06,6.55
139,2019,11,26,12,24,41,4,5,8,26,90,34,95,24.06,6.52
140,2019,11,26,12,25,28,4,8,9,26,89,34,95,24.06,6.53
141,2019,11,26,12,26,20,3,5,7,26,87,34,95,24.06,6.53
142,2019,11,26,12,27,12,4,7,9,26,88,34,95,24.06,6.61
143,2019,11,26,12,28,0,4,9,9,28,91,34,95,24.06,6.53
144,2019,11,26,12,28,47,4,7,7,24,90,34,95,24.06,6.53
145,2019,11,26,12,29,34,4,7,7,26,89,34,95,24.06,6.56
146,2019,11,26,12,30,22,5,9,9,26,90,34,95,24.06,6.55
147,2019,11,26,12,31,9,4,8,9,26,90,34,95,24.06,6.53
148,2019,11,26,12,31,57,5,9,10,26,88,34,95,24.06,6.53
149,2019,11,26,12,32,45,7,26,92,34,95,24,6.57,,
150,2019,11,26,12,33,32,5,7,9,26,88,34,95,24,6.53
151,2019,11,26,12,34,21,4,7,7,26,90,34,95,24,6.51
152,2019,11,26,12,35,8,0,5,7,26,88,34,95,24,6.53
153,2019,11,26,12,35,56,4,7,8,28,90,33,95,24,6.54
154,2019,11,26,12,36,43,3,4,4,27,90,34,95,24,6.58
155,2019,11,26,12,37,31,3,5,7,26,88,34,95,24,6.53
156,2019,11,26,12,38,18,4,5,5,26,90,34,95,24,6.54
157,2019,11,26,12,39,10,5,8,8,25,90,34,95,24,6.53
158,2019,11,26,12,40,1,4,7,8,26,90,34,95,24,6.55
159,2019,11,26,12,40,49,4,7,7,26,90,34,95,24.2019,11
160,2019,11,26,12,42,25,4,7,7,27,90,34,95,23.94,6.51
161,2019,11,26,12,43,12,4,5,5,26,89,34,95,23.94,6.52
162,2019,11,26,12,44,0,3,5,7,27,90,34,95,23.94,6.52
163,2019,11,26,12,44,47,4,8,9,26,90,34,95,23.94,6.51
164,2019,11,26,12,45,35,5,8,9,28,90,34,95,23.94,6.57
165,2019,11,26,12,46,27,4,5,7,28,90,34,95,23.94,6.51
166,2019,11,26,12,47,14,5,7,7,26,91,33,95,23.94,6.51
167,2019,11,26,12,48,2,4,5,7,27,88,34,95,23.88,6.52
168,2019,11,26,12,48,49,6,9,16,26,90,34,95,23.88,6.5
169,2019,11,26,12,49,38,3,5,5,27,87,34,95,23.88,6.51
170,2019,11,26,12,50,25,3,7,10,26,90,34,95,23.88,6.53
171,2019,11,26,12,51,13,3,7,8,26,90,34,95,23.88,6.49
172,2019,11,26,12,52,5,4,8,8,27,90,34,95,23.88,6.51
173,2019,11,26,12,52,52,5,8,8,25,88,34,95,23.88,6.51
174,2019,11,26,12,53,40,3,6,7,29,90,33,95,23.88,6.51
175,2019,11,26,12,54,27,4,7,7,26,90,33,95,23.88,6.5
176,2019,11,26,12,55,19,5,9,9,26,90,33,95,23.81,6.51
177,2019,11,26,12,56,6,4,7,8,25,88,33,95,23.81,6.49
178,2019,11,26,12,56,54,4,5,7,27,90,34,95,23.81,6.55
179,2019,11,26,12,57,41,4,7,9,27,90,34,95,23.81,6.49
180,2019,11,26,12,58,29,6,10,18,27,90,34,95,23.81,6.51
181,2019,11,26,12,59,17,5,8,8,28,90,34,95,23.81,6.51
182,2019,11,26,13,0,4,4,7,7,26,90,34,95,23.81,6.5
183,2019,11,26,13,0,52,3,7,7,26,88,34,95,23.81,6.49
184,2019,11,26,13,1,40,5,8,9,27,92,34,95,23.81,6.55
185,2019,11,26,13,2,27,4,7,7,28,10,34,95,23.81,6.49
186,2019,11,26,13,3,15,4,7,8,28,10,34,95,23.81,6.52019
187,2019,11,26,13,4,49,5,7,8,27,14,34,95,23.81,6.55
188,2019,11,26,13,5,37,7,9,10,28,9,34,95,23.88,6.56
189,2019,11,26,13,6,30,5,8,8,27,12,34,95,23.88,6.51
190,2019,11,26,13,7,18,4,8,9,27,11,34,95,23.88,6.54
191,2019,11,26,13,8,5,5,7,9,25,12,34,95,23.81,6.52
192,2019,11,26,13,8,53,7,8,8,27,11,34,95,23.88,6.53
193,2019,11,26,13,9,40,3,8,8,28,12,34,95,23.81,6.53
194,2019,11,26,13,10,28,7,9,11,27,11,34,95,23.81,6.53
195,2019,11,26,13,11,17,4,7,13,29,11,34,95,23.81,6.2019
196,2019,11,26,13,12,52,4,8,8,27,11,34,95,23.81,6.57
197,2019,11,26,13,13,39,3,7,9,26,10,34,95,23.81,6.53
198,2019,11,26,13,14,26,4,5,7,26,10,34,95,23.81,6.51
199,2019,11,26,13,15,14,4,7,10,26,11,34,95,23.81,6.54
200,2019,11,26,13,16,1,4,8,10,28,11,34,95,23.81,6.51
201,2019,11,26,13,16,48,3,7,8,27,12,34,95,23.81,6.53
202,2019,11,26,13,17,36,5,8,9,26,12,34,95,23.81,6.51
203,2019,11,26,13,18,23,,10,26,11,34,95,23.81,6.52,
204,2019,11,26,13,19,11,4,7,7,27,13,34,95,23.81,6.51
205,2019,11,26,13,19,58,4,5,7,27,10,34,95,23.81,6.52
206,2019,11,26,13,20,46,4,8,8,29,12,34,95,23.81,6.502019
207,2019,11,26,13,22,21,4,5,8,26,10,34,95,23.81,6.55
208,2019,11,26,13,23,8,4,7,7,27,11,34,95,23.81,6.53
209,2019,11,26,13,23,56,4,5,8,28,9,34,95,23.81,6.51
210,2019,11,26,13,24,43,7,10,11,27,12,34,95,23.81,6.53
211,2019,11,26,13,25,31,3,5,7,29,12,34,95,23.81,6.56
212,2019,11,26,13,26,22,4,9,10,29,11,34,95,23.81,6.51
213,2019,11,26,13,27,10,5,8,9,27,10,34,95,23.88,6.51
214,2019,11,26,13,27,58,7,9,10,28,12,34,95,23.81,6.57
215,2019,11,26,13,28,45,5,7,8,27,13,34,95,23.81,6.58
216,2019,11,26,13,29,33,4,7,8,27,8,34,95,23.81,6.51
217,2019,11,26,13,30,25,7,9,9,27,12,34,95,23.81,6.51
218,2019,11,26,13,31,12,4,7,8,27,11,34,95,23.81,6.57
219,2019,11,26,13,32,4,7,9,13,27,11,34,95,23.81,6.53
220,2019,11,26,13,32,51,5,10,10,27,8,34,95,23.81,6.51
221,2019,11,26,13,33,43,5,8,9,27,11,34,95,23.81,6.52
222,2019,11,26,13,34,30,7,8,9,27,9,34,95,23.81,6.52
223,2019,11,26,13,35,18,0,9,28,9,34,95,23.81,6.54,
224,2019,11,26,13,36,10,5,7,9,28,11,34,95,23.81,6.52
225,2019,11,26,13,37,1,4,5,7,29,13,34,95,23.81,6.57
226,2019,11,26,13,37,49,5,7,7,27,12,34,95,23.81,6.51
227,2019,11,26,13,38,35,,8,9,26,11,34,95,23.81,6.53
228,2019,11,26,13,39,23,5,7,8,27,12,34,95,23.81,6.51
229,2019,11,26,13,40,10,4,8,10,26,11,34,95,23.81,6.54
230,2019,11,26,13,40,59,5,8,9,27,12,34,95,23.81,6.51
231,2019,11,26,13,41,46,7,10,13,27,13,34,95,23.75,6.54
232,2019,11,26,13,42,34,3,7,9,27,11,34,95,23.75,6.49
233,2019,11,26,13,43,21,6,9,10,26,12,34,95,23.75,6.51
234,2019,11,26,13,44,8,5,9,11,28,90,34,95,23.75,6.51
235,2019,11,26,13,44,56,5,8,9,27,90,34,95,23.75,6.55
236,2019,11,26,13,45,44,4,9,9,30,90,34,95,23.75,6.51
237,2019,11,26,13,46,31,4,5,8,27,90,34,95,23.81,6.55
238,2019,11,26,13,47,19,5,7,7,27,88,34,95,23.75,6.5
239,2019,11,26,13,48,6,4,8,9,27,90,34,95,23.81,6.56
240,2019,11,26,13,48,54,5,8,8,27,90,34,95,23.81,6.49
241,2019,11,26,13,49,41,5,8,9,27,88,34,95,23.81,6.55
242,2019,11,26,13,50,29,4,7,8,29,90,34,95,23.81,6.5
243,2019,11,26,13,51,16,5,8,8,27,90,34,95,23.81,6.52
244,2019,11,26,13,52,4,5,8,9,27,87,34,95,23.81,6.53
245,2019,11,26,13,52,51,4,7,8,27,90,34,95,23.81,6.55
246,2019,11,26,13,53,39,,8,9,27,91,34,95,23.81,6.51
247,2019,11,26,13,54,26,5,7,8,27,87,34,95,23.81,6.56
248,2019,11,26,13,55,13,5,9,9,28,90,34,95,23.81,6.55
249,2019,11,26,13,56,5,5,7,8,29,91,34,95,23.81,6.52
250,2019,11,26,13,56,57,4,5,8,29,89,34,95,23.81,6.51
251,2019,11,26,13,57,49,5,8,9,28,90,34,95,23.81,6.54
252,2019,11,26,13,58,36,5,8,9,27,90,34,95,23.81,6.53
253,2019,11,26,13,59,24,5,8,9,27,89,34,95,23.81,6.54
254,2019,11,26,14,0,11,5,8,9,27,90,34,95,23.81,6.52
255,2019,11,26,14,1,3,5,8,11,27,90,34,95,23.75,6.55
256,2019,11,26,14,1,50,5,8,9,27,91,34,95,23.75,6.51
257,2019,11,26,14,2,37,5,9,9,27,88,34,95,23.75,6.52
258,2019,11,26,14,3,30,5,8,14,27,87,34,95,23.75,6.51
259,2019,11,26,14,4,18,4,8,8,27,91,34,95,23.75,6.54
260,2019,11,26,14,5,5,4,7,7,27,88,34,95,23.75,6.53
261,2019,11,26,14,5,53,4,8,8,29,89,34,95,23.75,6.52
262,2019,11,26,14,6,40,5,8,8,27,90,34,95,23.75,6.51
263,2019,11,26,14,7,28,7,8,9,26,87,34,95,23.75,6.52
264,2019,11,26,14,8,15,5,9,11,27,90,34,95,23.75,6.54
265,2019,11,26,14,9,3,7,9,9,27,90,34,95,23.75,6.51
266,2019,11,26,14,9,50,4,7,7,27,88,34,95,23.75,6.56
267,2019,11,26,14,10,42,5,8,9,27,89,34,95,23.75,6.5
268,2019,11,26,14,11,30,4,7,8,29,90,34,95,23.75,6.51
269,2019,11,26,14,12,17,7,11,14,27,90,34,95,23.75,6.51
270,2019,11,26,14,13,5,4,7,7,27,87,34,95,23.75,6.56
271,2019,11,26,14,13,52,5,9,11,27,90,34,95,23.75,6.53
272,2019,11,26,14,14,39,5,9,10,27,91,34,95,23.75,6.51
273,2019,11,26,14,15,27,3,5,5,27,90,34,95,23.69,6.54
274,2019,11,26,14,16,16,5,8,10,26,87,34,95,23.75,6.51
275,2019,11,26,14,17,8,5,8,14,29,87,33,95,23.75,6.55
276,2019,11,26,14,18,1,5,9,9,28,90,34,95,23.69,6.52
277,2019,11,26,14,18,49,5,9,11,26,88,33,95,23.69,6.51
278,2019,11,26,14,19,37,5,7,8,27,90,33,95,23.69,6.532019
279,2019,11,26,14,21,12,5,8,11,29,90,33,95,23.69,6.51
280,2019,11,26,14,22,0,7,10,13,26,89,34,95,23.69,6.53
281,2019,11,26,14,22,49,5,7,7,27,90,34,95,23.69,6.49
282,2019,11,26,14,23,36,4,7,8,25,87,33,95,23.69,6.52
283,2019,11,26,14,24,24,5,8,9,29,91,33,95,23.69,6.56
284,2019,11,26,14,25,11,5,8,8,27,89,33,95,23.69,6.53
285,2019,11,26,14,25,59,7,9,11,26,88,34,95,232019,11
286,2019,11,26,14,27,34,5,8,9,26,90,33,95,23.63,6.5
287,2019,11,26,14,28,21,7,10,12,27,88,33,95,23.63,6.52
288,2019,11,26,14,29,13,7,13,14,27,87,33,95,23.63,6.49
289,2019,11,26,14,30,2,7,12,13,27,87,33,95,23.63,6.54
290,2019,11,26,14,30,50,7,9,10,27,91,33,95,23.63,6.5
291,2019,11,26,14,31,38,5,9,10,27,88,33,95,23.63,6.51
292,2019,11,26,14,32,30,6,8,9,25,88,33,95,23.63,6.51
293,2019,11,26,14,33,17,6,7,7,26,90,33,95,23.63,6.53
294,2019,11,26,14,34,4,4,8,9,27,90,33,95,23.63,6.48
295,2019,11,26,14,34,52,6,8,8,26,87,33,95,23.63,6.5
296,2019,11,26,14,35,40,6,8,10,27,90,33,95,23.63,6.54
297,2019,11,26,14,36,27,6,9,9,26,87,33,95,23.63,6.51
298,2019,11,26,14,37,15,6,9,10,29,90,33,95,23.56,6.54
299,2019,11,26,14,38,2,6,8,8,25,90,33,95,23.56,6.51
300,2019,11,26,14,38,50,6,9,10,27,88,33,95,23.56,6.51
301,2019,11,26,14,39,37,4,7,9,26,89,33,95,23.56,6.52
302,2019,11,26,14,40,25,7,8,8,26,89,33,95,23.56,6.48
303,2019,11,26,14,41,12,7,10,10,26,88,33,95,23.56,6.49
304,2019,11,26,14,42,0,6,9,12,29,89,33,95,23.56,6.5
305,2019,11,26,14,42,47,0,10,15,26,90,33,95,23.56,6.51
306,2019,11,26,14,43,35,7,9,9,27,87,33,95,23.562019,11
307,2019,11,26,14,45,10,7,8,10,26,90,33,95,23.5,6.49
308,2019,11,26,14,45,57,4,8,10,26,89,33,95,23.5,6.53
309,2019,11,26,14,46,45,7,9,12,29,90,33,95,23.5,6.5
310,2019,11,26,14,47,32,6,7,9,27,90,33,95,23.5,6.53
311,2019,11,26,14,48,21,7,10,12,27,90,33,95,23.5,6.49
312,2019,11,26,14,49,8,6,9,10,27,87,33,95,23.5,6.51
313,2019,11,26,14,49,56,0,9,28,89,33,95,23.5,6.57,
314,2019,11,26,14,50,43,6,8,9,26,89,33,95,23.5,6.51
315,2019,11,26,14,51,31,7,9,10,27,87,33,95,23.5,6.51
316,2019,11,26,14,52,23,6,9,10,27,87,33,95,23.5,6.47
317,2019,11,26,14,53,10,6,8,9,26,90,33,95,23.5,6.52
318,2019,11,26,14,53,58,7,10,13,27,90,33,95,23.5,6.48
319,2019,11,26,14,54,45,6,9,9,27,87,33,95,23.5,6.49
320,2019,11,26,14,55,33,7,10,13,30,90,33,95,23.5,6.49
321,2019,11,26,14,56,20,7,9,9,28,90,33,95,23.2019,11
322,2019,11,26,14,57,55,7,10,14,27,89,33,95,22019,11
323,2019,11,26,14,59,31,7,9,10,27,90,33,95,23.5,6.5
324,2019,11,26,15,0,23,5,9,11,27,89,34,95,23.5,6.51
325,2019,11,26,15,1,11,7,10,10,27,87,34,95,23.5,6.5
326,2019,11,26,15,1,58,5,8,8,27,90,33,95,23.5,6.52
327,2019,11,26,15,2,46,5,8,10,27,90,33,95,23.5,6.49
328,2019,11,26,15,3,33,7,9,9,27,88,34,95,23.5,6.49
329,2019,11,26,15,4,21,8,11,14,27,89,34,95,23.5,6.48
330,2019,11,26,15,5,9,7,9,9,27,87,34,95,23.5,6.53
331,2019,11,26,15,5,56,7,9,10,30,89,33,95,23.5,6.55
332,2019,11,26,15,6,48,8,10,10,29,90,33,95,23.5,6.51
333,2019,11,26,15,7,40,7,10,10,29,89,33,95,23.5,6.57
334,2019,11,26,15,8,31,4,7,9,29,90,34,95,23.5,6.51
335,2019,11,26,15,9,23,5,8,9,29,90,33,95,23.5,6.5
336,2019,11,26,15,10,16,5,9,10,27,89,34,95,23.5,6.49
337,2019,11,26,15,11,3,8,11,11,27,89,34,95,23.5,6.5
338,2019,11,26,15,11,51,7,9,11,27,91,34,95,23.5,6.51
339,2019,11,26,15,12,39,5,8,10,27,87,33,95,23.5,6.51
340,2019,11,26,15,13,32,5,9,10,29,90,33,95,23.44,6.5
341,2019,11,26,15,14,19,5,8,8,27,91,34,95,23.44,6.51
342,2019,11,26,15,15,10,4,5,7,29,89,33,95,23.44,6.51
343,2019,11,26,15,15,57,5,9,10,27,90,33,95,23.44,6.52
344,2019,11,26,15,16,45,7,9,11,25,87,34,95,23.44,6.51
345,2019,11,26,15,17,32,5,10,10,27,89,33,95,23.44,6.51
346,2019,11,26,15,18,20,5,9,10,27,90,33,95,23.44,6.49
347,2019,11,26,15,19,7,6,7,7,26,87,33,95,23.44,6.5
348,2019,11,26,15,19,55,5,9,9,29,90,33,95,23.44,6.51
349,2019,11,26,15,20,42,7,8,9,27,91,34,95,23.44,6.5
350,2019,11,26,15,21,34,4,8,10,27,89,33,95,23.2019,11
351,2019,11,26,15,23,9,5,7,8,29,90,33,95,23.44,6.5
352,2019,11,26,15,23,56,6,8,8,26,90,33,95,23.38,62019
353,2019,11,26,15,25,31,6,9,9,27,89,33,95,23.38,6.52
354,2019,11,26,15,26,19,4,8,8,27,90,33,95,23.38,6.47
355,2019,11,26,15,27,6,6,9,10,26,87,33,95,23.38,6.49
356,2019,11,26,15,27,53,6,9,10,29,89,33,95,23.38,6.51
357,2019,11,26,15,28,41,5,8,9,27,89,33,95,23.38,6.52
358,2019,11,26,15,29,29,6,8,9,29,89,33,95,23.38,6.51
359,2019,11,26,15,30,16,7,8,9,28,89,33,95,23.38,6.55
360,2019,11,26,15,31,4,6,8,10,26,88,33,95,23.38,6.51
361,2019,11,26,15,31,51,7,9,11,25,91,33,95,23.38,6.52
362,2019,11,26,15,32,39,6,7,7,26,90,33,95,23.38,6.5
363,2019,11,26,15,33,26,7,11,11,27,87,33,95,23.31,6.49
364,2019,11,26,15,34,15,5,8,9,27,89,33,95,23.31,6.52
365,2019,11,26,15,35,3,7,10,11,28,90,33,95,23.31,6.51
366,2019,11,26,15,35,51,7,9,9,27,90,33,95,23.38,6.47
367,2019,11,26,15,36,42,5,9,9,28,91,33,95,23.38,6.47
368,2019,11,26,15,37,29,8,11,14,28,88,33,95,23.38,6.47
369,2019,11,26,15,38,18,7,10,11,30,87,33,95,23.38,6.53
370,2019,11,26,15,39,5,5,9,11,28,90,33,95,232019,11
371,2019,11,26,15,40,41,5,9,11,28,89,33,95,23.38,6.47
372,2019,11,26,15,41,28,5,7,8,28,88,34,95,23.38,6.49
373,2019,11,26,15,42,16,4,6,7,29,89,33,95,23.38,6.49
374,2019,11,26,15,43,3,5,9,10,27,89,33,95,23.38,6.51
375,2019,11,26,15,43,51,6,8,9,28,87,33,95,23.38,6.54
376,2019,11,26,15,44,42,6,8,9,28,87,33,95,23.38,6.49
377,2019,11,26,15,45,30,7,10,14,28,89,34,95,23.38,6.51
